Date,Year,Gare,Attribute,Value
2023-03-28,2023,Nation RER A,PM10,257.1666666666667
2023-03-29,2023,Nation RER A,PM10,220.70833333333334
2023-03-30,2023,Nation RER A,PM10,191.125
2023-03-31,2023,Nation RER A,PM10,165.54166666666666
2023-04-01,2023,Nation RER A,PM10,155.0
2023-04-02,2023,Nation RER A,PM10,157.54166666666666
2023-04-03,2023,Nation RER A,PM10,159.0
2023-04-04,2023,Nation RER A,PM10,124.04166666666667
2023-04-05,2023,Nation RER A,PM10,121.20833333333333
2023-04-06,2023,Nation RER A,PM10,103.625
2023-04-07,2023,Nation RER A,PM10,128.45833333333334
2023-04-08,2023,Nation RER A,PM10,88.41666666666667
2023-04-09,2023,Nation RER A,PM10,97.91666666666667
2023-04-10,2023,Nation RER A,PM10,90.08695652173913
2023-04-11,2023,Nation RER A,PM10,105.29166666666667
2023-04-12,2023,Nation RER A,PM10,100.75
2023-04-13,2023,Nation RER A,PM10,99.5
2023-04-14,2023,Nation RER A,PM10,146.33333333333334
2023-04-15,2023,Nation RER A,PM10,94.0
2023-04-16,2023,Nation RER A,PM10,92.5
2023-04-17,2023,Nation RER A,PM10,123.75
2023-04-18,2023,Nation RER A,PM10,135.20833333333334
2023-04-19,2023,Nation RER A,PM10,138.29166666666666
2023-04-20,2023,Nation RER A,PM10,141.375
2023-04-21,2023,Nation RER A,PM10,132.75
2023-04-22,2023,Nation RER A,PM10,89.83333333333333
2023-04-23,2023,Nation RER A,PM10,85.66666666666667
2023-04-24,2023,Nation RER A,PM10,115.875
2023-04-25,2023,Nation RER A,PM10,118.25
2023-04-26,2023,Nation RER A,PM10,125.79166666666667
2023-04-27,2023,Nation RER A,PM10,129.75
2023-04-28,2023,Nation RER A,PM10,109.54166666666667
2023-04-29,2023,Nation RER A,PM10,101.41666666666667
2023-04-30,2023,Nation RER A,PM10,89.04166666666667
2023-05-01,2023,Nation RER A,PM10,131.25
2023-05-02,2023,Nation RER A,PM10,171.58333333333334
2023-05-03,2023,Nation RER A,PM10,126.20833333333333
2023-05-04,2023,Nation RER A,PM10,125.08333333333333
2023-05-05,2023,Nation RER A,PM10,148.125
2023-05-06,2023,Nation RER A,PM10,90.375
2023-05-07,2023,Nation RER A,PM10,92.125
2023-05-08,2023,Nation RER A,PM10,96.29166666666667
2023-05-09,2023,Nation RER A,PM10,145.58333333333334
2023-05-10,2023,Nation RER A,PM10,153.625
2023-05-11,2023,Nation RER A,PM10,127.45833333333333
2023-05-12,2023,Nation RER A,PM10,124.33333333333333
2023-05-13,2023,Nation RER A,PM10,112.45833333333333
2023-05-14,2023,Nation RER A,PM10,93.70833333333333
2023-05-15,2023,Nation RER A,PM10,121.29166666666667
2023-05-16,2023,Nation RER A,PM10,158.16666666666666
2023-05-17,2023,Nation RER A,PM10,133.0
2023-05-18,2023,Nation RER A,PM10,104.04166666666667
2023-05-19,2023,Nation RER A,PM10,148.79166666666666
2023-05-20,2023,Nation RER A,PM10,104.41666666666667
2023-05-21,2023,Nation RER A,PM10,96.375
2023-05-22,2023,Nation RER A,PM10,131.75
2023-05-23,2023,Nation RER A,PM10,127.08333333333333
