date,NO,NO2,CO2,PM10,TEMP,HUMI,Month,Date,Saison
2018-07-05T23:00:00+02:00,14.791666666666666,55.666666666666664,494.5416666666667,57.833333333333336,27.270833333333332,47.833333333333336,July,2018-07-05,Summer
2018-07-06T23:00:00+02:00,12.958333333333334,57.0,490.8333333333333,61.166666666666664,26.829166666666666,40.4375,July,2018-07-06,Summer
2018-07-07T23:00:00+02:00,5.958333333333333,57.916666666666664,468.4166666666667,42.041666666666664,27.837500000000002,41.15,July,2018-07-07,Summer
2018-07-08T23:00:00+02:00,10.0,64.29166666666667,467.25,38.958333333333336,28.291666666666668,39.78333333333333,July,2018-07-08,Summer
2018-07-09T23:00:00+02:00,10.25,40.875,494.2916666666667,81.83333333333333,27.245833333333334,37.895833333333336,July,2018-07-09,Summer
2018-07-10T23:00:00+02:00,9.75,33.208333333333336,490.1666666666667,8.083333333333334,26.195833333333336,39.675000000000004,July,2018-07-10,Summer
2018-07-11T23:00:00+02:00,10.583333333333334,34.416666666666664,522.6666666666666,65.625,24.8625,44.61666666666667,July,2018-07-11,Summer
2018-07-12T23:00:00+02:00,12.541666666666666,42.625,501.5416666666667,84.45833333333333,25.3125,45.025,July,2018-07-12,Summer
2018-07-13T23:00:00+02:00,12.291666666666666,48.208333333333336,496.2916666666667,83.20833333333333,26.412499999999998,46.39166666666667,July,2018-07-13,Summer
2018-07-14T23:00:00+02:00,5.5,45.958333333333336,466.7916666666667,58.625,26.733333333333334,44.50833333333333,July,2018-07-14,Summer
2018-07-15T23:00:00+02:00,9.5,53.0,498.1666666666667,84.875,27.849999999999998,38.104166666666664,July,2018-07-15,Summer
